timestamp_ms,seq,angular_delta,qw,qx,qy,qz,px,py,pz,delta_dist,flags
35960,3596,0.320110,0.931147,0.023216,0.060235,-0.358884,28.8141,-3.0546,-5.6474,0.008003,0x00
35970,3597,0.320063,0.931114,0.023221,0.060233,-0.358970,28.8200,-3.0599,-5.6468,0.008002,0x00
35980,3598,0.320016,0.931081,0.023227,0.060230,-0.359057,28.8266,-3.0665,-5.6476,0.008000,0x00
35990,3599,0.319969,0.931047,0.023232,0.060228,-0.359143,28.8316,-3.0702,-5.6513,0.007999,0x00
36000,3600,0.319922,0.931014,0.023238,0.060226,-0.359229,28.8378,-3.0761,-5.6486,0.007998,0x00
36010,3601,0.319875,0.930981,0.023244,0.060224,-0.359315,28.8440,-3.0813,-5.6506,0.007997,0x00
36020,3602,0.319828,0.930948,0.023249,0.060222,-0.359401,28.8510,-3.0872,-5.6534,0.007996,0x00
36030,3603,0.319781,0.930915,0.023255,0.060220,-0.359487,28.8541,-3.0915,-5.6529,0.007995,0x00
36040,3604,0.319734,0.930881,0.023260,0.060218,-0.359573,28.8613,-3.0981,-5.6539,0.007993,0x00
36050,3605,0.319686,0.930848,0.023266,0.060215,-0.359659,28.8676,-3.1024,-5.6562,0.007992,0x00
36060,3606,0.319639,0.930815,0.023271,0.060213,-0.359744,28.8715,-3.1091,-5.6575,0.007991,0x00
36070,3607,0.319592,0.930782,0.023277,0.060211,-0.359830,28.8777,-3.1119,-5.6595,0.007990,0x00
36080,3608,0.319544,0.930749,0.023283,0.060209,-0.359916,28.8855,-3.1179,-5.6572,0.007989,0x00
36090,3609,0.319497,0.930716,0.023288,0.060207,-0.360002,28.8911,-3.1228,-5.6575,0.007987,0x00
36100,3610,0.319450,0.930682,0.023294,0.060205,-0.360088,28.8964,-3.1290,-5.6590,0.007986,0x00
36110,3611,0.319402,0.930649,0.023299,0.060203,-0.360173,28.9017,-3.1351,-5.6619,0.007985,0x00
36120,3612,0.319354,0.930616,0.023305,0.060201,-0.360259,28.9089,-3.1420,-5.6609,0.007984,0x00
36130,3613,0.319307,0.930583,0.023311,0.060199,-0.360345,28.9148,-3.1449,-5.6657,0.007983,0x00
36140,3614,0.319259,0.930550,0.023316,0.060197,-0.360430,28.9191,-3.1493,-5.6646,0.007981,0x00
36150,3615,0.319211,0.930517,0.023322,0.060195,-0.360516,28.9242,-3.1559,-5.6647,0.007980,0x00
36160,3616,0.319163,0.930483,0.023328,0.060194,-0.360601,28.9323,-3.1616,-5.6653,0.007979,0x00
36170,3617,0.319116,0.930450,0.023333,0.060192,-0.360687,28.9370,-3.1663,-5.6673,0.007978,0x00
36180,3618,0.319068,0.930417,0.023339,0.060190,-0.360772,28.9434,-3.1725,-5.6689,0.007977,0x00
36190,3619,0.319020,0.930384,0.023344,0.060188,-0.360858,28.9494,-3.1778,-5.6688,0.007975,0x00
36200,3620,0.318972,0.930351,0.023350,0.060186,-0.360943,28.9546,-3.1812,-5.6711,0.007974,0x00
36210,3621,0.318924,0.930318,0.023356,0.060184,-0.361028,28.9619,-3.1872,-5.6714,0.007973,0x00
36220,3622,0.318875,0.930285,0.023361,0.060183,-0.361114,28.9669,-3.1942,-5.6731,0.007972,0x00
36230,3623,0.318827,0.930251,0.023367,0.060181,-0.361199,28.9729,-3.1988,-5.6725,0.007971,0x00
36240,3624,0.318779,0.930218,0.023373,0.060179,-0.361284,28.9781,-3.2045,-5.6763,0.007969,0x00
36250,3625,0.318731,0.930185,0.023378,0.060177,-0.361369,28.9850,-3.2089,-5.6747,0.007968,0x00
36260,3626,0.318682,0.930152,0.023384,0.060176,-0.361454,28.9912,-3.2140,-5.6759,0.007967,0x00
36270,3627,0.318634,0.930119,0.023390,0.060174,-0.361540,28.9966,-3.2194,-5.6796,0.007966,0x00
36280,3628,0.318586,0.930086,0.023395,0.060172,-0.361625,29.0007,-3.2267,-5.6775,0.007965,0x00
36290,3629,0.318537,0.930053,0.023401,0.060171,-0.361710,29.0069,-3.2314,-5.6798,0.007963,0x00
36300,3630,0.318488,0.930020,0.023407,0.060169,-0.361795,29.0122,-3.2358,-5.6830,0.007962,0x00
36310,3631,0.318440,0.929986,0.023413,0.060167,-0.361880,29.0181,-3.2413,-5.6831,0.007961,0x00
36320,3632,0.318391,0.929953,0.023418,0.060166,-0.361965,29.0264,-3.2468,-5.6817,0.007960,0x00
36330,3633,0.318342,0.929920,0.023424,0.060164,-0.362050,29.0313,-3.2522,-5.6849,0.007959,0x00
36340,3634,0.318294,0.929887,0.023430,0.060162,-0.362134,29.0377,-3.2570,-5.6828,0.007957,0x00
36350,3635,0.318245,0.929854,0.023435,0.060161,-0.362219,29.0434,-3.2632,-5.6857,0.007956,0x00
36360,3636,0.318196,0.929821,0.023441,0.060159,-0.362304,29.0488,-3.2670,-5.6857,0.007955,0x00
36370,3637,0.318147,0.929788,0.023447,0.060158,-0.362389,29.0540,-3.2747,-5.6899,0.007954,0x00
36380,3638,0.318098,0.929755,0.023453,0.060156,-0.362474,29.0588,-3.2794,-5.6875,0.007952,0x00
36390,3639,0.318049,0.929722,0.023458,0.060155,-0.362558,29.0673,-3.2832,-5.6888,0.007951,0x00
36400,3640,0.318000,0.929689,0.023464,0.060153,-0.362643,29.0709,-3.2910,-5.6921,0.007950,0x00
36410,3641,0.317951,0.929656,0.023470,0.060152,-0.362728,29.0753,-3.2960,-5.6926,0.007949,0x00
36420,3642,0.317901,0.929623,0.023475,0.060150,-0.362812,29.0833,-3.3000,-5.6938,0.007948,0x00
36430,3643,0.317852,0.929589,0.023481,0.060149,-0.362897,29.0895,-3.3062,-5.6941,0.007946,0x00
36440,3644,0.317803,0.929556,0.023487,0.060148,-0.362981,29.0937,-3.3098,-5.6952,0.007945,0x00
36450,3645,0.317754,0.929523,0.023493,0.060146,-0.363066,29.1012,-3.3174,-5.6960,0.007944,0x00
36460,3646,0.317704,0.929490,0.023499,0.060145,-0.363150,29.1069,-3.3236,-5.6961,0.007943,0x00
36470,3647,0.317655,0.929457,0.023504,0.060144,-0.363235,29.1109,-3.3267,-5.6965,0.007941,0x00
36480,3648,0.317605,0.929424,0.023510,0.060142,-0.363319,29.1189,-3.3337,-5.6994,0.007940,0x00
36490,3649,0.317555,0.929391,0.023516,0.060141,-0.363404,29.1249,-3.3384,-5.7007,0.007939,0x00
36500,3650,0.317506,0.929358,0.023522,0.060140,-0.363488,29.1291,-3.3423,-5.7029,0.007938,0x00
36510,3651,0.317456,0.929325,0.023527,0.060138,-0.363572,29.1359,-3.3489,-5.7024,0.007936,0x00
36520,3652,0.317406,0.929292,0.023533,0.060137,-0.363657,29.1408,-3.3530,-5.7034,0.007935,0x00
36530,3653,0.317357,0.929259,0.023539,0.060136,-0.363741,29.1483,-3.3579,-5.7052,0.007934,0x00
36540,3654,0.317307,0.929226,0.023545,0.060135,-0.363825,29.1540,-3.3639,-5.7052,0.007933,0x00
36550,3655,0.317257,0.929193,0.023551,0.060133,-0.363909,29.1592,-3.3706,-5.7078,0.007931,0x00
36560,3656,0.317207,0.929160,0.023557,0.060132,-0.363993,29.1642,-3.3755,-5.7054,0.007930,0x00
36570,3657,0.317157,0.929127,0.023562,0.060131,-0.364078,29.1692,-3.3802,-5.7083,0.007929,0x00
36580,3658,0.317107,0.929094,0.023568,0.060130,-0.364162,29.1769,-3.3866,-5.7111,0.007928,0x00
36590,3659,0.317057,0.929061,0.023574,0.060129,-0.364246,29.1829,-3.3909,-5.7097,0.007926,0x00
36600,3660,0.317006,0.929028,0.023580,0.060128,-0.364330,29.1881,-3.3953,-5.7119,0.007925,0x00
36610,3661,0.316956,0.928995,0.023586,0.060127,-0.364414,29.1923,-3.4036,-5.7136,0.007924,0x00
36620,3662,0.316906,0.928962,0.023592,0.060126,-0.364498,29.1988,-3.4077,-5.7147,0.007923,0x00
36630,3663,0.316856,0.928929,0.023597,0.060125,-0.364581,29.2046,-3.4110,-5.7147,0.007921,0x00
36640,3664,0.316805,0.928896,0.023603,0.060123,-0.364665,29.2091,-3.4164,-5.7164,0.007920,0x00
36650,3665,0.316755,0.928863,0.023609,0.060122,-0.364749,29.2175,-3.4233,-5.7165,0.007919,0x00
36660,3666,0.316704,0.928830,0.023615,0.060121,-0.364833,29.2233,-3.4297,-5.7187,0.007918,0x00
36670,3667,0.316654,0.928797,0.023621,0.060120,-0.364917,29.2272,-3.4338,-5.7160,0.007916,0x00
36680,3668,0.316603,0.928764,0.023627,0.060120,-0.365001,29.2324,-3.4404,-5.7206,0.007915,0x00
36690,3669,0.316552,0.928731,0.023633,0.060119,-0.365084,29.2393,-3.4439,-5.7214,0.007914,0x00
36700,3670,0.316502,0.928698,0.023639,0.060118,-0.365168,29.2448,-3.4478,-5.7217,0.007913,0x00
36710,3671,0.316451,0.928665,0.023644,0.060117,-0.365252,29.2508,-3.4532,-5.7235,0.007911,0x00
36720,3672,0.316400,0.928632,0.023650,0.060116,-0.365335,29.2555,-3.4609,-5.7243,0.007910,0x00
36730,3673,0.316349,0.928599,0.023656,0.060115,-0.365419,29.2602,-3.4656,-5.7246,0.007909,0x00
36740,3674,0.316298,0.928566,0.023662,0.060114,-0.365502,29.2675,-3.4709,-5.7256,0.007907,0x00
36750,3675,0.316247,0.928533,0.023668,0.060113,-0.365586,29.2721,-3.4762,-5.7263,0.007906,0x00
36760,3676,0.316196,0.928500,0.023674,0.060112,-0.365669,29.2776,-3.4803,-5.7291,0.007905,0x00
36770,3677,0.316145,0.928467,0.023680,0.060112,-0.365753,29.2838,-3.4869,-5.7283,0.007904,0x00
36780,3678,0.316094,0.928434,0.023686,0.060111,-0.365836,29.2914,-3.4919,-5.7304,0.007902,0x00
36790,3679,0.316043,0.928401,0.023692,0.060110,-0.365920,29.2965,-3.4982,-5.7307,0.007901,0x00
36800,3680,0.315991,0.928368,0.023698,0.060109,-0.366003,29.3022,-3.5037,-5.7323,0.007900,0x00
36810,3681,0.315940,0.928335,0.023704,0.060109,-0.366086,29.3060,-3.5077,-5.7327,0.007899,0x00
36820,3682,0.315889,0.928302,0.023710,0.060108,-0.366169,29.3113,-3.5131,-5.7340,0.007897,0x00
36830,3683,0.315837,0.928269,0.023716,0.060107,-0.366253,29.3183,-3.5202,-5.7357,0.007896,0x00
36840,3684,0.315786,0.928236,0.023722,0.060107,-0.366336,29.3241,-3.5254,-5.7343,0.007895,0x00
36850,3685,0.315734,0.928203,0.023728,0.060106,-0.366419,29.3311,-3.5279,-5.7368,0.007893,0x00
36860,3686,0.315683,0.928170,0.023733,0.060105,-0.366502,29.3370,-3.5361,-5.7382,0.007892,0x00
36870,3687,0.315631,0.928137,0.023739,0.060105,-0.366585,29.3421,-3.5400,-5.7391,0.007891,0x00
36880,3688,0.315579,0.928104,0.023745,0.060104,-0.366668,29.3482,-3.5456,-5.7404,0.007889,0x00
36890,3689,0.315527,0.928072,0.023751,0.060103,-0.366752,29.3532,-3.5520,-5.7400,0.007888,0x00
36900,3690,0.315476,0.928039,0.023757,0.060103,-0.366835,29.3590,-3.5563,-5.7423,0.007887,0x00
36910,3691,0.315424,0.928006,0.023763,0.060102,-0.366918,29.3660,-3.5640,-5.7428,0.007886,0x00
36920,3692,0.315372,0.927973,0.023769,0.060102,-0.367000,29.3694,-3.5669,-5.7443,0.007884,0x00
36930,3693,0.315320,0.927940,0.023775,0.060101,-0.367083,29.3749,-3.5723,-5.7449,0.007883,0x00
36940,3694,0.315268,0.927907,0.023781,0.060101,-0.367166,29.3819,-3.5781,-5.7460,0.007882,0x00
36950,3695,0.315216,0.927874,0.023788,0.060100,-0.367249,29.3890,-3.5837,-5.7462,0.007880,0x00
36960,3696,0.315164,0.927841,0.023794,0.060100,-0.367332,29.3934,-3.5874,-5.7485,0.007879,0x00
36970,3697,0.315111,0.927808,0.023800,0.060100,-0.367415,29.3985,-3.5952,-5.7493,0.007878,0x00
36980,3698,0.315059,0.927775,0.023806,0.060099,-0.367498,29.4041,-3.5980,-5.7511,0.007876,0x00
36990,3699,0.315007,0.927742,0.023812,0.060099,-0.367580,29.4099,-3.6042,-5.7501,0.007875,0x00
37000,3700,0.314954,0.927709,0.023818,0.060098,-0.367663,29.4170,-3.6091,-5.7524,0.007874,0x00
37010,3701,0.314902,0.927677,0.023824,0.060098,-0.367746,29.4219,-3.6135,-5.7516,0.007873,0x00
37020,3702,0.314850,0.927644,0.023830,0.060098,-0.367828,29.4283,-3.6197,-5.7535,0.007871,0x00
37030,3703,0.314797,0.927611,0.023836,0.060097,-0.367911,29.4321,-3.6262,-5.7538,0.007870,0x00
37040,3704,0.314744,0.927578,0.023842,0.060097,-0.367993,29.4397,-3.6316,-5.7548,0.007869,0x00
37050,3705,0.314692,0.927545,0.023848,0.060097,-0.368076,29.4450,-3.6361,-5.7570,0.007867,0x00
37060,3706,0.314639,0.927512,0.023854,0.060096,-0.368158,29.4509,-3.6416,-5.7571,0.007866,0x00
37070,3707,0.314586,0.927479,0.023860,0.060096,-0.368241,29.4575,-3.6480,-5.7590,0.007865,0x00
37080,3708,0.314534,0.927446,0.023866,0.060096,-0.368323,29.4630,-3.6530,-5.7617,0.007863,0x00
37090,3709,0.314481,0.927413,0.023872,0.060096,-0.368406,29.4665,-3.6591,-5.7619,0.007862,0x00
37100,3710,0.314428,0.927381,0.023879,0.060096,-0.368488,29.4723,-3.6626,-5.7627,0.007861,0x00
37110,3711,0.314375,0.927348,0.023885,0.060095,-0.368571,29.4800,-3.6701,-5.7638,0.007859,0x00
37120,3712,0.314322,0.927315,0.023891,0.060095,-0.368653,29.4845,-3.6735,-5.7633,0.007858,0x00
37130,3713,0.314269,0.927282,0.023897,0.060095,-0.368735,29.4895,-3.6787,-5.7672,0.007857,0x00
37140,3714,0.314216,0.927249,0.023903,0.060095,-0.368817,29.4966,-3.6864,-5.7660,0.007855,0x00
37150,3715,0.314162,0.927216,0.023909,0.060095,-0.368900,29.5025,-3.6895,-5.7691,0.007854,0x00
37160,3716,0.314109,0.927183,0.023915,0.060095,-0.368982,29.5066,-3.6950,-5.7678,0.007853,0x00
37170,3717,0.314056,0.927151,0.023921,0.060095,-0.369064,29.5129,-3.7033,-5.7683,0.007851,0x00
37180,3718,0.314002,0.927118,0.023928,0.060095,-0.369146,29.5197,-3.7062,-5.7703,0.007850,0x00
37190,3719,0.313949,0.927085,0.023934,0.060095,-0.369228,29.5245,-3.7103,-5.7713,0.007849,0x00
37200,3720,0.313896,0.927052,0.023940,0.060095,-0.369310,29.5294,-3.7167,-5.7726,0.007847,0x00
37210,3721,0.313842,0.927019,0.023946,0.060095,-0.369392,29.5353,-3.7242,-5.7731,0.007846,0x00
37220,3722,0.313789,0.926986,0.023952,0.060095,-0.369474,29.5421,-3.7268,-5.7736,0.007845,0x00
37230,3723,0.313735,0.926953,0.023958,0.060095,-0.369556,29.5465,-3.7330,-5.7744,0.007843,0x00
37240,3724,0.313681,0.926921,0.023965,0.060095,-0.369638,29.5531,-3.7370,-5.7773,0.007842,0x00
37250,3725,0.313627,0.926888,0.023971,0.060095,-0.369720,29.5572,-3.7442,-5.7786,0.007841,0x00
37260,3726,0.313574,0.926855,0.023977,0.060095,-0.369802,29.5622,-3.7487,-5.7782,0.007839,0x00
37270,3727,0.313520,0.926822,0.023983,0.060095,-0.369884,29.5694,-3.7542,-5.7811,0.007838,0x00
37280,3728,0.313466,0.926789,0.023990,0.060095,-0.369966,29.5743,-3.7602,-5.7806,0.007837,0x00
37290,3729,0.313412,0.926757,0.023996,0.060096,-0.370047,29.5789,-3.7662,-5.7821,0.007835,0x00
37300,3730,0.313358,0.926724,0.024002,0.060096,-0.370129,29.5871,-3.7704,-5.7817,0.007834,0x00
37310,3731,0.313304,0.926691,0.024008,0.060096,-0.370211,29.5915,-3.7760,-5.7832,0.007833,0x00
37320,3732,0.313250,0.926658,0.024014,0.060096,-0.370293,29.5971,-3.7819,-5.7862,0.007831,0x00
37330,3733,0.313196,0.926625,0.024021,0.060096,-0.370374,29.6023,-3.7858,-5.7845,0.007830,0x00
37340,3734,0.313141,0.926592,0.024027,0.060097,-0.370456,29.6078,-3.7938,-5.7858,0.007829,0x00
37350,3735,0.313087,0.926560,0.024033,0.060097,-0.370538,29.6142,-3.7987,-5.7909,0.007827,0x00
37360,3736,0.313033,0.926527,0.024039,0.060097,-0.370619,29.6188,-3.8032,-5.7899,0.007826,0x00
37370,3737,0.312978,0.926494,0.024046,0.060098,-0.370701,29.6261,-3.8089,-5.7898,0.007824,0x00
37380,3738,0.312924,0.926461,0.024052,0.060098,-0.370782,29.6334,-3.8133,-5.7909,0.007823,0x00
37390,3739,0.312869,0.926428,0.024058,0.060098,-0.370864,29.6365,-3.8181,-5.7913,0.007822,0x00
37400,3740,0.312815,0.926396,0.024065,0.060099,-0.370945,29.6412,-3.8245,-5.7935,0.007820,0x00
37410,3741,0.312760,0.926363,0.024071,0.060099,-0.371026,29.6476,-3.8277,-5.7932,0.007819,0x00
37420,3742,0.312705,0.926330,0.024077,0.060099,-0.371108,29.6534,-3.8336,-5.7946,0.007818,0x00
37430,3743,0.312651,0.926297,0.024083,0.060100,-0.371189,29.6574,-3.8385,-5.7960,0.007816,0x00
37440,3744,0.312596,0.926264,0.024090,0.060100,-0.371271,29.6624,-3.8471,-5.7957,0.007815,0x00
37450,3745,0.312541,0.926232,0.024096,0.060101,-0.371352,29.6687,-3.8495,-5.7978,0.007814,0x00
37460,3746,0.312486,0.926199,0.024102,0.060101,-0.371433,29.6766,-3.8565,-5.7983,0.007812,0x00
37470,3747,0.312431,0.926166,0.024109,0.060102,-0.371514,29.6818,-3.8616,-5.8009,0.007811,0x00
37480,3748,0.312376,0.926133,0.024115,0.060102,-0.371595,29.6874,-3.8688,-5.8000,0.007809,0x00
37490,3749,0.312321,0.926101,0.024121,0.060103,-0.371677,29.6929,-3.8718,-5.8045,0.007808,0x00
37500,3750,0.312266,0.926068,0.024128,0.060103,-0.371758,29.6971,-3.8782,-5.8022,0.007807,0x00
37510,3751,0.312211,0.926035,0.024134,0.060104,-0.371839,29.7029,-3.8805,-5.8042,0.007805,0x00
37520,3752,0.312156,0.926002,0.024140,0.060105,-0.371920,29.7084,-3.8885,-5.8059,0.007804,0x00
37530,3753,0.312100,0.925970,0.024147,0.060105,-0.372001,29.7138,-3.8927,-5.8054,0.007803,0x00
37540,3754,0.312045,0.925937,0.024153,0.060106,-0.372082,29.7211,-3.8978,-5.8065,0.007801,0x00
37550,3755,0.311989,0.925904,0.024160,0.060106,-0.372163,29.7251,-3.9037,-5.8091,0.007800,0x00
37560,3756,0.311934,0.925871,0.024166,0.060107,-0.372244,29.7313,-3.9098,-5.8091,0.007798,0x00
37570,3757,0.311879,0.925838,0.024172,0.060108,-0.372325,29.7356,-3.9161,-5.8100,0.007797,0x00
37580,3758,0.311823,0.925806,0.024179,0.060109,-0.372406,29.7423,-3.9193,-5.8097,0.007796,0x00
37590,3759,0.311767,0.925773,0.024185,0.060109,-0.372487,29.7474,-3.9258,-5.8104,0.007794,0x00
37600,3760,0.311712,0.925740,0.024192,0.060110,-0.372568,29.7539,-3.9316,-5.8121,0.007793,0x00
37610,3761,0.311656,0.925707,0.024198,0.060111,-0.372648,29.7594,-3.9353,-5.8146,0.007791,0x00
37620,3762,0.311600,0.925675,0.024204,0.060112,-0.372729,29.7647,-3.9411,-5.8149,0.007790,0x00
37630,3763,0.311544,0.925642,0.024211,0.060112,-0.372810,29.7709,-3.9491,-5.8164,0.007789,0x00
37640,3764,0.311488,0.925609,0.024217,0.060113,-0.372891,29.7772,-3.9534,-5.8163,0.007787,0x00
37650,3765,0.311432,0.925577,0.024224,0.060114,-0.372971,29.7822,-3.9581,-5.8167,0.007786,0x00
37660,3766,0.311376,0.925544,0.024230,0.060115,-0.373052,29.7871,-3.9636,-5.8192,0.007784,0x00
37670,3767,0.311320,0.925511,0.024237,0.060116,-0.373133,29.7931,-3.9679,-5.8215,0.007783,0x00
37680,3768,0.311264,0.925478,0.024243,0.060117,-0.373213,29.7995,-3.9739,-5.8205,0.007782,0x00
37690,3769,0.311208,0.925446,0.024249,0.060118,-0.373294,29.8065,-3.9799,-5.8233,0.007780,0x00
37700,3770,0.311152,0.925413,0.024256,0.060119,-0.373374,29.8099,-3.9843,-5.8222,0.007779,0x00
37710,3771,0.311095,0.925380,0.024262,0.060120,-0.373455,29.8147,-3.9909,-5.8256,0.007777,0x00
37720,3772,0.311039,0.925347,0.024269,0.060121,-0.373535,29.8194,-3.9958,-5.8252,0.007776,0x00
37730,3773,0.310983,0.925315,0.024275,0.060122,-0.373616,29.8284,-4.0024,-5.8257,0.007775,0x00
37740,3774,0.310926,0.925282,0.024282,0.060123,-0.373696,29.8312,-4.0059,-5.8276,0.007773,0x00
37750,3775,0.310870,0.925249,0.024288,0.060124,-0.373777,29.8385,-4.0104,-5.8282,0.007772,0x00
37760,3776,0.310813,0.925217,0.024295,0.060125,-0.373857,29.8444,-4.0161,-5.8277,0.007770,0x00
37770,3777,0.310757,0.925184,0.024301,0.060126,-0.373937,29.8485,-4.0212,-5.8309,0.007769,0x00
37780,3778,0.310700,0.925151,0.024308,0.060127,-0.374018,29.8532,-4.0253,-5.8322,0.007767,0x00
37790,3779,0.310643,0.925119,0.024314,0.060128,-0.374098,29.8592,-4.0348,-5.8330,0.007766,0x00
37800,3780,0.310586,0.925086,0.024321,0.060129,-0.374178,29.8641,-4.0389,-5.8328,0.007765,0x00
37810,3781,0.310529,0.925053,0.024328,0.060130,-0.374258,29.8712,-4.0446,-5.8349,0.007763,0x00
37820,3782,0.310473,0.925020,0.024334,0.060132,-0.374338,29.8773,-4.0472,-5.8339,0.007762,0x00
37830,3783,0.310416,0.924988,0.024341,0.060133,-0.374419,29.8801,-4.0531,-5.8343,0.007760,0x00
37840,3784,0.310359,0.924955,0.024347,0.060134,-0.374499,29.8856,-4.0585,-5.8369,0.007759,0x00
37850,3785,0.310301,0.924922,0.024354,0.060135,-0.374579,29.8925,-4.0649,-5.8377,0.007758,0x00
37860,3786,0.310244,0.924890,0.024360,0.060136,-0.374659,29.8995,-4.0692,-5.8406,0.007756,0x00
37870,3787,0.310187,0.924857,0.024367,0.060138,-0.374739,29.9032,-4.0756,-5.8386,0.007755,0x00
37880,3788,0.310130,0.924824,0.024374,0.060139,-0.374819,29.9066,-4.0816,-5.8427,0.007753,0x00
37890,3789,0.310073,0.924792,0.024380,0.060140,-0.374899,29.9135,-4.0854,-5.8427,0.007752,0x00
37900,3790,0.310015,0.924759,0.024387,0.060142,-0.374979,29.9180,-4.0919,-5.8411,0.007750,0x00
37910,3791,0.309958,0.924726,0.024393,0.060143,-0.375059,29.9241,-4.0966,-5.8426,0.007749,0x00
37920,3792,0.309900,0.924694,0.024400,0.060144,-0.375139,29.9314,-4.1005,-5.8458,0.007748,0x00
37930,3793,0.309843,0.924661,0.024407,0.060146,-0.375219,29.9384,-4.1066,-5.8462,0.007746,0x00
37940,3794,0.309785,0.924628,0.024413,0.060147,-0.375298,29.9409,-4.1142,-5.8495,0.007745,0x00
37950,3795,0.309728,0.924596,0.024420,0.060149,-0.375378,29.9485,-4.1180,-5.8481,0.007743,0x00
37960,3796,0.309670,0.924563,0.024427,0.060150,-0.375458,29.9533,-4.1225,-5.8489,0.007742,0x00
37970,3797,0.309612,0.924530,0.024433,0.060152,-0.375538,29.9584,-4.1291,-5.8481,0.007740,0x00
37980,3798,0.309554,0.924498,0.024440,0.060153,-0.375618,29.9651,-4.1349,-5.8512,0.007739,0x00
37990,3799,0.309496,0.924465,0.024446,0.060155,-0.375697,29.9704,-4.1403,-5.8527,0.007737,0x00
38000,3800,0.309439,0.924432,0.024453,0.060156,-0.375777,29.9754,-4.1437,-5.8524,0.007736,0x00
38010,3801,0.309381,0.924400,0.024460,0.060158,-0.375856,29.9805,-4.1497,-5.8542,0.007735,0x00
38020,3802,0.309323,0.924367,0.024467,0.060159,-0.375936,29.9868,-4.1557,-5.8573,0.007733,0x00
38030,3803,0.309264,0.924334,0.024473,0.060161,-0.376016,29.9889,-4.1611,-5.8570,0.007732,0x00
38040,3804,0.309206,0.924302,0.024480,0.060162,-0.376095,29.9957,-4.1675,-5.8563,0.007730,0x00
38050,3805,0.309148,0.924269,0.024487,0.060164,-0.376175,30.0032,-4.1712,-5.8577,0.007729,0x00
38060,3806,0.309090,0.924236,0.024493,0.060166,-0.376254,30.0074,-4.1766,-5.8586,0.007727,0x00
38070,3807,0.309032,0.924204,0.024500,0.060167,-0.376334,30.0137,-4.1827,-5.8594,0.007726,0x00
38080,3808,0.308973,0.924171,0.024507,0.060169,-0.376413,30.0186,-4.1870,-5.8606,0.007724,0x00
38090,3809,0.308915,0.924138,0.024514,0.060171,-0.376493,30.0248,-4.1919,-5.8635,0.007723,0x00
38100,3810,0.308856,0.924106,0.024520,0.060173,-0.376572,30.0298,-4.1995,-5.8628,0.007721,0x00
38110,3811,0.308798,0.924073,0.024527,0.060174,-0.376651,30.0369,-4.2051,-5.8609,0.007720,0x00
38120,3812,0.308739,0.924041,0.024534,0.060176,-0.376731,30.0406,-4.2091,-5.8652,0.007718,0x00
38130,3813,0.308680,0.924008,0.024541,0.060178,-0.376810,30.0467,-4.2156,-5.8651,0.007717,0x00
38140,3814,0.308622,0.923975,0.024547,0.060180,-0.376889,30.0513,-4.2219,-5.8683,0.007716,0x00
38150,3815,0.308563,0.923943,0.024554,0.060182,-0.376968,30.0591,-4.2243,-5.8702,0.007714,0x00
38160,3816,0.308504,0.923910,0.024561,0.060183,-0.377048,30.0639,-4.2329,-5.8692,0.007713,0x00
38170,3817,0.308445,0.923877,0.024568,0.060185,-0.377127,30.0673,-4.2353,-5.8697,0.007711,0x00
38180,3818,0.308386,0.923845,0.024574,0.060187,-0.377206,30.0750,-4.2419,-5.8714,0.007710,0x00
38190,3819,0.308327,0.923812,0.024581,0.060189,-0.377285,30.0780,-4.2480,-5.8713,0.007708,0x00
38200,3820,0.308268,0.923780,0.024588,0.060191,-0.377364,30.0853,-4.2522,-5.8720,0.007707,0x00
38210,3821,0.308209,0.923747,0.024595,0.060193,-0.377443,30.0891,-4.2569,-5.8754,0.007705,0x00
38220,3822,0.308150,0.923714,0.024602,0.060195,-0.377522,30.0973,-4.2624,-5.8742,0.007704,0x00
38230,3823,0.308091,0.923682,0.024609,0.060197,-0.377601,30.1006,-4.2661,-5.8742,0.007702,0x00
38240,3824,0.308032,0.923649,0.024615,0.060199,-0.377680,30.1072,-4.2725,-5.8775,0.007701,0x00
38250,3825,0.307972,0.923617,0.024622,0.060201,-0.377759,30.1109,-4.2782,-5.8791,0.007699,0x00
38260,3826,0.307913,0.923584,0.024629,0.060203,-0.377838,30.1189,-4.2833,-5.8790,0.007698,0x00
38270,3827,0.307853,0.923551,0.024636,0.060205,-0.377917,30.1232,-4.2887,-5.8799,0.007696,0x00
38280,3828,0.307794,0.923519,0.024643,0.060207,-0.377996,30.1281,-4.2966,-5.8803,0.007695,0x00
38290,3829,0.307734,0.923486,0.024650,0.060209,-0.378075,30.1343,-4.2977,-5.8823,0.007693,0x00
38300,3830,0.307675,0.923454,0.024657,0.060211,-0.378154,30.1397,-4.3054,-5.8826,0.007692,0x00
38310,3831,0.307615,0.923421,0.024663,0.060214,-0.378233,30.1438,-4.3112,-5.8834,0.007690,0x00
38320,3832,0.307555,0.923388,0.024670,0.060216,-0.378311,30.1499,-4.3157,-5.8851,0.007689,0x00
38330,3833,0.307496,0.923356,0.024677,0.060218,-0.378390,30.1561,-4.3207,-5.8864,0.007687,0x00
38340,3834,0.307436,0.923323,0.024684,0.060220,-0.378469,30.1597,-4.3274,-5.8880,0.007686,0x00
38350,3835,0.307376,0.923291,0.024691,0.060222,-0.378547,30.1644,-4.3326,-5.8880,0.007684,0x00
